data,valor,cdi_diario
2013-10-07,0.033511,0.00033511
2013-10-08,0.033511,0.00033511
2013-10-09,0.033657,0.00033657
2013-10-10,0.035512,0.00035512
2013-10-11,0.035367,0.00035367000000000005
2013-10-14,0.035476,0.00035476
2013-10-15,0.035476,0.00035476
2013-10-16,0.035476,0.00035476
2013-10-17,0.035476,0.00035476
2013-10-18,0.035367,0.00035367000000000005
2013-10-21,0.035476,0.00035476
2013-10-22,0.035476,0.00035476
2013-10-23,0.035367,0.00035367000000000005
2013-10-24,0.035367,0.00035367000000000005
2013-10-25,0.035367,0.00035367000000000005
2013-10-28,0.035367,0.00035367000000000005
2013-10-29,0.035367,0.00035367000000000005
2013-10-30,0.035367,0.00035367000000000005
2013-10-31,0.035367,0.00035367000000000005
2013-11-01,0.035367,0.00035367000000000005
2013-11-04,0.035222,0.00035222000000000004
2013-11-05,0.035222,0.00035222000000000004
2013-11-06,0.035222,0.00035222000000000004
2013-11-07,0.035222,0.00035222000000000004
2013-11-08,0.035222,0.00035222000000000004
2013-11-11,0.035222,0.00035222000000000004
2013-11-12,0.035222,0.00035222000000000004
2013-11-13,0.035222,0.00035222000000000004
2013-11-14,0.035222,0.00035222000000000004
2013-11-18,0.035222,0.00035222000000000004
2013-11-19,0.035222,0.00035222000000000004
2013-11-20,0.035222,0.00035222000000000004
2013-11-21,0.035222,0.00035222000000000004
2013-11-22,0.035222,0.00035222000000000004
2013-11-25,0.035222,0.00035222000000000004
2013-11-26,0.035222,0.00035222000000000004
2013-11-27,0.035222,0.00035222000000000004
2013-11-28,0.036998,0.00036998
2013-11-29,0.036998,0.00036998
2013-12-02,0.036998,0.00036998
2013-12-03,0.036998,0.00036998
2013-12-04,0.036998,0.00036998
2013-12-05,0.036998,0.00036998
2013-12-06,0.036962,0.00036962000000000003
2013-12-09,0.037287,0.00037287
2013-12-10,0.036998,0.00036998
2013-12-11,0.036998,0.00036998
2013-12-12,0.036998,0.00036998
2013-12-13,0.036998,0.00036998
2013-12-16,0.037287,0.00037287
2013-12-17,0.036998,0.00036998
2013-12-18,0.036998,0.00036998
2013-12-19,0.036998,0.00036998
2013-12-20,0.036998,0.00036998
2013-12-23,0.036998,0.00036998
2013-12-24,0.036998,0.00036998
2013-12-26,0.036998,0.00036998
2013-12-27,0.036998,0.00036998
2013-12-30,0.036998,0.00036998
2013-12-31,0.036998,0.00036998
2014-01-02,0.036998,0.00036998
2014-01-03,0.036998,0.00036998
2014-01-06,0.036998,0.00036998
2014-01-07,0.036998,0.00036998
2014-01-08,0.036998,0.00036998
2014-01-09,0.036998,0.00036998
2014-01-10,0.036998,0.00036998
2014-01-13,0.036998,0.00036998
2014-01-14,0.036998,0.00036998
2014-01-15,0.036998,0.00036998
2014-01-16,0.038802,0.00038802000000000004
2014-01-17,0.039054,0.00039054
2014-01-20,0.03909,0.0003909
2014-01-21,0.03909,0.0003909
2014-01-22,0.038802,0.00038802000000000004
2014-01-23,0.038802,0.00038802000000000004
2014-01-24,0.038802,0.00038802000000000004
2014-01-27,0.038802,0.00038802000000000004
2014-01-28,0.038802,0.00038802000000000004
